Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26,planning_year,model,percent_total,case,scenario,configuration,child_scenario
cVar,63069080606.0,2.4258666626816697e9,2.445439033017712e9,3.9455291512432313e9,6.933405202117144e9,1.6791890744756632e9,3.716678337618929e9,1.9081519264535098e9,3.66944551664482e9,3.225213062121735e9,3.089461868414099e9,5.868536773549227e8,5.310349985604832e8,1.521546991744722e9,7.181033040445995e8,5.695763675634634e9,5.867812761439503e9,6.915415372478603e8,5.176873867636758e8,3.910311764887459e8,9.266716582832817e8,3.708445970930483e9,3.166415816210961e9,5.321614342553233e9,2.1678381584929867e9,5.905518828733216e9,2.6646215116983455e8,2045,TEMOA,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,5815751130.2,9.986847638853543e7,7.594551014122741e7,3.347177072573626e8,2.3431241221271205e8,6.193463231102505e8,6.637857349048129e7,7.263589211398743e7,1.0797688258529717e8,3.662701586187438e8,8.551317499848798e7,4.963287170775123e8,8291.666282327245,6.33981053236491e7,1.8571715806707737e8,7.91103029172747e7,1.059173119794728e8,3.4281835914563847e8,3.1911416142194855e8,3.502840825403091e7,6.815020903819472e7,1.7031181277910268e8,2.80895675518844e8,2.000256614333481e8,1.4593935124834853e8,1.2600132878437634e9,9205.58949356639,2045,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cStart,1915893006.5,3.987685234300078e7,5.7200022953820385e7,5.522064013260238e7,1.1405810732699326e8,5.732868693207846e7,7.274851521392387e7,2.970553393231146e7,9.718843145790003e7,1.1462325307134885e8,2.2081139309121795e7,1.3427138997913258e7,1.860182403509224e7,4.69367473645774e7,3.2738608236470036e7,7.230968611112903e7,5.991100304125212e7,5.930352571149553e7,3.4805219889993936e7,2.751174033694995e7,7.100109125534855e7,1.192954488683186e8,7.763538309639537e7,1.3402353031900069e8,9.505406491161962e7,3.757245508439378e8,1.7582260850767955e7,2045,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cNetworkExp,5465504040.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVOM,7953641664.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cCO2,218724718061.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,TEMOA,0.5,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_PTC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_ITC,8692861798.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cFix,156544933048.3,6.09827442621e9,4.0773283047199993e9,5.57987450933e9,7.011140079309999e9,9.997186151699999e9,7.653992964429999e9,3.37276063062e9,3.9365595277099996e9,1.005423390524e10,8.505279168129998e9,7.0676395173e8,1.009538610091e10,2.42443370689e9,4.416329611100001e9,1.042568006274e10,1.0417481609730001e10,4.83844153411e9,2.63795213881e9,2.97182872116e9,6.54677371503e9,9.41680007988e9,8.435233850460001e9,6.7220318109800005e9,5.27206441775e9,1.124742936874e10,2.3765549966300006e9,2050,TEMOA,0.3,20-week-myopic-current-policy,current_policies,20-week,none
cVar,69283738751.8,2.6561552187438383e9,2.80589603946351e9,4.345363932043635e9,7.447473433490074e9,1.497186364111818e9,4.1610670120325084e9,2.0108384473985078e9,3.99394600028973e9,3.902139501229263e9,3.7090302404393697e9,5.959323603250359e8,4.2914759964503354e8,1.583954249048056e9,6.478484464010233e8,5.8678384768181925e9,6.281699777582414e9,9.963911768753754e8,6.026431448829426e8,3.826407339800848e8,7.083655612151686e8,3.887664935680917e9,3.5005897384445276e9,5.759126309931985e9,2.3651482467802086e9,6.955912062186758e9,2.4037814993165445e8,2050,TEMOA,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,8591902507.2,1.1022270936167444e8,2.0706816413504136e8,5.812082594612544e8,3.3091436203450155e8,6.377847703752724e8,1.8691156797877666e8,2.1948553287524042e8,1.8025178668809658e8,3.06981464577831e8,1.6698912071069634e8,5.0298860477308714e8,38394.39970819651,2.4061450955011058e8,2.216075149268358e8,5.940994688595699e7,1.059451213839578e8,2.8807956537449443e8,4.607657799886354e8,6.364295996873782e7,1.4707036704894292e8,2.2943561467492098e8,5.984163457014415e8,6.007597197394514e8,1.8874093593892676e8,1.949586980925453e9,6.982407685369278e6,2050,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cStart,2033063579.0,1.1530918067859837e8,1.9445947454196984e8,1.2430012514025183e8,1.1257894424206448e8,7.840170967695321e7,4.71591823476815e7,1.8353223085455056e7,8.46908050504479e7,7.728626807297136e7,4.135777308602867e7,1.5374413738171715e7,1.9158372834090173e7,3.742662726166988e7,2.9194973961409356e7,6.417873647778599e7,4.8308142776814535e7,7.86076726969974e7,3.698820053517599e7,2.3845305085597705e7,5.8217599675206795e7,7.335260960311583e7,6.2178685063208215e7,1.0482651631737432e8,1.623965227594305e8,3.103989705931529e8,1.4713543657854369e7,2050,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cNetworkExp,5661297461.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2050,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVOM,8050638407.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cCO2,212375368523.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,TEMOA,0.5,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_PTC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_ITC,8692882295.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cCO2,4919442960721.6,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.5,20-week-myopic-current-policy,current_policies,20-week,none
cFix,2401631894347.1,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.3,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,70656704246.3,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cNetworkExp,70300483336.5,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_ITC,123776711761.1,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_PTC,209063420978.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cStart,32273915771.4,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cUnmetRsv,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVOM,156920851795.8,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVar,1137457904407.2,,,,,,,,,,,,,,,,,,,,,,,,,,,NPV,TEMOA,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cFix,65252859023.5,2.569844591e9,9.061969310000001e8,8.3642193e8,1.7452652449999998e9,2.852608981e9,2.9440778741e9,1.072936056e9,2.225610597e9,3.0711379930000005e9,2.393493309e9,1.07717308e8,4.8056412306e9,2.490693138e9,1.8835167779e9,4.5989159422e9,4.9006942997e9,1.8861392276e9,1.134658262e9,1.7206140119999998e9,2.3804261750000005e9,4.1820514494e9,2.7319607349999995e9,3.085020936e9,1.728380116e9,6.121637221799999e9,1.244748892e9,2027,USENSYS,0.2,20-week-myopic-current-policy,current_policies,20-week,none
cVar,48184422868.0,5.668345685793818e8,1.4432213363664033e9,1.3626327630473292e9,5.7574684955085945e9,6.846329303670053e8,2.3759712651983533e9,1.5544558090211015e9,3.3984151268805943e9,1.8770835286164608e9,9.436332599741364e8,5.852579999877163e8,-1.473549444421406e8,1.4634651942080688e9,4.5973599811705905e8,4.595134630997259e9,5.435995933757752e9,6.148206555889441e8,9.865504369712796e8,2.6528643313831383e8,6.055440190318832e8,3.3631241346462326e9,3.4560067209490733e9,4.1072462670141993e9,1.8529114419150834e9,2.625078855205538e9,2.7544233121668464e8,2027,USENSYS,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,38527306.7,15646.212857016235,15411.678234123117,13192.987142172948,16837.64710310303,16465.500433727833,16126.344332558392,16503.43214322102,16887.27714813157,16296.72792441414,15772.068546954652,3.8131748956024565e7,15325.967542353072,16081.296217521087,12333.479609717771,14733.29162333707,15713.39617289377,14824.658325714425,16612.346558167577,16719.324667722147,16028.259663710474,16153.539953326821,16816.688984694407,15989.882231807973,16728.682080552317,15881.864892963722,16475.15382085081,2027,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cStart,514648858.6,1.4391758026780994e6,888841.1949972581,3.5247843321713004e6,1.9333705401631955e6,2.8656775286039293e7,6.655454742353834e6,3.5613984469474633e6,2.7362873531944896e6,7.409437150164135e7,1.102451148132048e6,4.1655154180838824e6,1.37841757428548e7,9.285384700579962e6,2.986849544758063e6,5.370512436541739e6,2.902917793280005e6,2.2481355067518137e7,2.74303738386132e7,2.6252789804333746e7,4.5359608247741066e7,3.9407678924908736e6,313506.2260495229,1.772480808020694e6,2.8792561678897697e6,2.013037579988608e8,1.9826696537718616e7,2027,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cNetworkExp,506282185.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2027,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVOM,7298014778.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cCO2,281095413048.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,USENSYS,0.7,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_PTC,4973842455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_ITC,367550206.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2027,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cFix,77820925918.9,3.0638731479999995e9,1.3593897909999998e9,1.78866723e9,3.145091472e9,5.104313037999999e9,3.4798373951000004e9,1.2755634662e9,2.191950645e9,3.662088444e9,2.8334081706e9,9.4023288e7,6.188929654500001e9,2.490418022e9,2.5546527339e9,5.5799187622e9,4.9838779987e9,2.1541353656e9,1.1339432159999998e9,1.8759251199e9,3.4093697069999995e9,4.875211622299999e9,3.444812986e9,3.410476957e9,2.7511023389e9,6.5426246598e9,1.610106356e9,2030,USENSYS,0.2,20-week-myopic-current-policy,current_policies,20-week,none
cVar,46544999012.3,3.744902865354455e8,1.331929429379012e9,1.0524972320127467e9,4.825146601422455e9,2.795184092600781e8,2.1121859581900108e9,1.4909836049063551e9,3.065690950327567e9,1.7539534128210874e9,9.164367676865705e8,2.855811925505931e8,-5.827627003960146e7,1.566199791264003e9,5.531937792381306e8,4.544535531904697e9,5.214237679739497e9,2.4354338259127635e8,9.880594722234629e8,1.823130502436287e8,1.4962419616559657e8,3.3902483761046567e9,2.7575626662008533e9,4.376684080653333e9,1.226134168570136e9,2.312656750241214e9,9.74577868735126e7,2030,USENSYS,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,17085340.1,2753.381777961947,2722.5007920624384,3062.280247777591,2910.702764958176,2718.3923989590116,2752.303142453825,1.7012861501202904e7,2821.3747687656405,2821.257142511995,2744.5154657437383,3163.741913522867,2873.8147534126715,3001.9110975748026,2937.801826140014,3085.4533986138,2828.1209872851737,2921.8396768342022,2903.14660260318,2868.5701865848423,2998.212784365361,2785.8320396506897,2814.3649037655136,3198.453537673795,2766.5027287171783,3194.151334800678,2830.0028981668383,2030,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cStart,705289926.6,1.1329027547419727e7,5.634482731626478e6,1.3166278407027181e7,8.550320968709378e6,2.873915457203182e7,1.7238732847260475e7,1.0009033592564002e7,1.6413101883662207e7,9.865962850690478e7,5.730261821631966e6,8.65760168704609e6,1.5853851403800033e7,1.8998824371246498e7,8.05670679108194e6,2.1720431427128915e7,1.2139648596366564e7,2.5942225299175467e7,2.8796342645370446e7,2.5349190839472592e7,4.783915839700789e7,7.939905590683821e6,9.59444347296006e6,6.102425245172145e6,9.94713522833831e6,2.2038346976678014e8,2.249854300718398e7,2030,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cNetworkExp,1896495468.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2030,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVOM,6889045337.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cCO2,258863467394.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,USENSYS,0.6,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_PTC,8401456062.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_ITC,3182785668.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cFix,103907873479.3,3.764397036e9,2.3518757849999995e9,2.548591292e9,4.763324742000001e9,8.301508183000002e9,5.966785799299999e9,2.0034517252e9,3.2260615780000005e9,5.677576830000001e9,4.2420738529e9,3.7529262e8,7.437898685600001e9,2.5248209239999995e9,3.4151178609e9,7.729020431400001e9,7.013511509099998e9,2.7335285246e9,1.3493128511999996e9,2.1004113506e9,4.3961328298e9,5.9759585327e9,5.065810404e9,5.475457953999999e9,3.6855004457e9,7.329315624400001e9,1.8831484920000002e9,2035,USENSYS,0.2,20-week-myopic-current-policy,current_policies,20-week,none
cVar,51070930394.6,5.739456752399709e8,1.6369199016337447e9,1.5448058666695359e9,4.896520636698475e9,1.0101623711232438e9,1.0467636171248077e9,1.3426578154688094e9,2.7990163483740993e9,1.3099381481399174e9,7.860121322691449e8,3.083308041610647e8,4.628226643105108e7,1.7154178833197925e9,6.378440843261806e8,4.540745465956685e9,4.1107410108745217e9,1.6248031313816336e8,8.854957671435852e8,2.044053717890841e8,-2.434468753698776e7,2.993479529982105e9,1.958454082216697e9,4.197765087971422e9,1.1669219718867874e9,3.090207612134953e9,-1.705364191041739e7,2035,USENSYS,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,895877085.4,1.1925972124187255e7,4118.28592624969,1.2380994897450882e8,4236.661617859245,4484.868588106613,4236.935324630429,4.5694079462841466e7,3824.7192690196416,2.0253884556177574e8,4.027083012375663e8,5477.36979126813,4325.294888628887,1.3438632198008267e7,4312.204049949333,5524.226071932219,4236.5609845473655,3830.639899359819,4168.992192944126,3936.122909458004,4234.889929748341,4177.407088577112,4233.51080186371,4415.987265235051,4.5245448078299366e7,5.0437755545641e7,4327.527080187318,2035,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cStart,1374742206.9,3.1160903896211732e7,5.492915212109967e7,8.213911413060156e7,5.9287481425348915e7,2.491703201614745e7,6.97435318416155e7,2.5582042508896407e7,5.706186722624194e7,1.1556650154538925e8,1.306336284956966e7,8.152479789463086e6,1.1214648200380761e7,4.992140703425373e7,1.684998607198148e7,4.4725200457565464e7,4.20006531391794e7,4.289440970275941e7,3.0072577455624413e7,2.519716599847214e7,6.81713259545361e7,3.636054998461175e7,3.8503913726344e7,4.042056139082955e7,6.168923826785642e7,3.021077327240272e8,2.300936744428717e7,2035,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cNetworkExp,3153767549.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2035,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVOM,7553540148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cCO2,248707141070.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,USENSYS,0.6,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_PTC,15700555108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_ITC,7428012384.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cFix,128617858131.0,4.94248822e9,2.8611535649999995e9,3.754190091000001e9,5.8902983388e9,9.4800218494e9,7.1408330463e9,2.7775342194e9,3.223093232e9,7.645784536e9,6.240193031900001e9,4.31828584e8,8.436451128900001e9,3.020613037e9,4.203587877100001e9,9.570829855400002e9,9.250007744200003e9,4.495910545599998e9,1.7980631111999998e9,2.1678944276e9,5.8049747187e9,8.1875662463e9,6.413596198699999e9,6.509831932e9,4.093438215700001e9,9.222519811400002e9,2.5964638335e9,2040,USENSYS,0.3,20-week-myopic-current-policy,current_policies,20-week,none
cVar,50355937506.6,6.380289136238485e6,1.6532757565800636e9,2.3015409275145607e9,4.994843856869968e9,1.3625221044675457e9,2.3808638729977342e8,1.1809967899029567e9,3.0283527322410913e9,1.4211025608485644e9,1.3614672396769762e8,2.8119613212984794e8,-3.002703748910154e8,1.3731591684644053e9,4.353737046923557e8,4.566372565238175e9,2.711240981613788e9,-8.696579002123225e8,5.350516761994986e8,1.1680488699977745e8,-6.189901416946002e8,2.1415238241316807e9,1.3224002526179914e9,3.406302102119445e9,8.593655136591008e8,2.1681430923933287e9,-4.703855697660728e8,2040,USENSYS,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,4724267325.4,1.1595171010855196e8,9.148886054756232e6,8.196058851822479e7,2.4477622227901686e7,4982.276453096996,1.9791239556568676e8,9.97766809507468e7,4703.431457787684,2.2687662255853468e8,3.462012521418696e9,2.6035358314763382e7,4738.869118771798,4.666920127861301e7,4.691821942726017e6,11292.325099110412,1.462020148675526e8,9.22378607045682e7,6.114173399607934e6,5104.363653061398,4648.614502006807,4745.92859108826,3.2517511024465498e7,5.161737767487605e6,3.777068344290605e7,1.0870447808120605e8,5241.353138965083,2040,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cStart,1757816974.4,5.018138550630365e7,9.765715241911364e7,1.0529171256566347e8,8.725345248119329e7,2.6121793239128623e7,8.070444134462175e7,3.276937261571946e7,1.1150113800693585e8,9.331507904297845e7,2.5327167655909147e7,9.426648480031226e6,1.249879138887773e7,4.96652019648156e7,2.289041653114058e7,5.541593472388542e7,5.7852317531630896e7,4.1807658348454e7,3.1993922825310845e7,2.8710209826061558e7,7.049893802661651e7,8.899790942744942e7,6.780069079710503e7,9.880661706378354e7,8.691281234742884e7,3.051146770254033e8,1.9301533248553403e7,2040,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cNetworkExp,6346901291.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2040,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVOM,7657228496.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cCO2,201927513821.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,USENSYS,0.5,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_PTC,24032287960.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,USENSYS,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_ITC,11541309266.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cFix,135787586189.5,5.410948654e9,3.3013716544999995e9,4.598835719000001e9,6.4874852518e9,9.750378032e9,7.4543472353e9,2.5473681536e9,3.6188302990000005e9,7.978741705e9,6.9378845006e9,1.175182007e9,8.390837167900002e9,2.9598103060000005e9,4.0116260651000004e9,1.0888739781400002e10,9.757476864700003e9,4.577966406599999e9,1.8701798052e9,1.9012538605999997e9,5.172644854900001e9,8.6643640973e9,5.7684176927e9,7.212739160999999e9,4.8729847267e9,9.987800920400002e9,2.022205497e9,2045,USENSYS,0.3,20-week-myopic-current-policy,current_policies,20-week,none
cVar,69486752270.3,2.0323719637869031e9,2.3782845923864846e9,4.143844847204432e9,6.650291998581834e9,1.8129120713180811e9,3.425073849736046e9,2.3198973576025968e9,4.2039529466834936e9,4.644853908687944e9,2.752612267336575e9,1.8060250966290183e9,5.88685976054333e8,1.6365081402703626e9,7.014638032119364e8,5.864035790263529e9,6.142797767197201e9,6.955978205641564e8,1.0337573616689838e9,8.66714837079372e8,1.3833182488551493e9,3.711694286864854e9,4.147270912158977e9,5.451649955447405e9,2.374101884769707e9,7.018167264001175e9,3.2945035195838374e8,2045,USENSYS,0.1,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,3716521425.0,1.2472535137393922e7,3.428144121187713e8,1.044338204103103e8,8.998923021647343e6,12974.866456421003,9.444778361843337e7,2.1014938574832776e8,9.30536196158418e6,2.572551763299674e8,1.9456051351300411e9,12722.562560397399,12541.692490297608,5.694377608121828e7,8.133611549429066e6,11926.590365119926,7.089419408603871e7,2.3649846988055587e8,6.285044064749639e7,2.9896589242202308e7,2.567339914189112e7,2.2900598436363675e6,4.2560575020623885e7,7.6213323201101525e6,1.821233757774654e7,1.6940102568535793e8,12914.690237653014,2045,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cStart,1144656230.1,2.7808009286103122e7,4.644571597209917e7,5.2111666232394226e7,4.889669551306255e7,4.9897006584263414e7,4.395707408905122e7,1.856847346424387e7,6.073905800675858e7,4.098834787333945e7,2.1137026483772356e7,1.4268004597842326e7,1.2364564717079638e7,3.519750216772028e7,2.324590525939197e7,5.5050249475082114e7,5.147499954008368e7,2.961373533921501e7,2.4244094055587847e7,2.3348242035753e7,4.181148813948031e7,6.866230763646877e7,3.3287486827865195e7,7.179428746245012e7,6.249298352797225e7,1.7526192041356343e8,1.1989385433784423e7,2045,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cNetworkExp,7403991592.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2045,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cVOM,8628583030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cCO2,240520226093.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,USENSYS,0.5,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_PTC,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cPolicy_ITC,11532834229.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2045,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
cFix,148748651079.3,6.052683077000001e9,4.0503843835000005e9,5.696467932999999e9,7.239711393299999e9,9.804081839e9,7.8218413933e9,2.7926305596e9,4.0079830890000005e9,8.175235654000001e9,8.102879781900001e9,1.9495039339999998e9,8.2626921769e9,2.923237711e9,4.159126214100001e9,1.10308899564e10,1.0413593413700003e10,5.502170809299999e9,2.2629968582000003e9,2.1253362416e9,5.542561141500001e9,9.5416062004e9,6.2949925027e9,7.8639151e9,5.4335283739e9,1.0771050608400002e10,2.2578315513e9,2050,USENSYS,0.3,20-week-myopic-current-policy,current_policies,20-week,none
cVar,76667475434.6,2.2601661253130975e9,2.5091309912438235e9,4.447189577374462e9,7.061940348712155e9,2.8644510024420514e9,3.7785064744521165e9,2.4104516635479417e9,4.636376823607286e9,5.134660525363818e9,3.2897124156862574e9,3.2219673243001323e9,4.8277767709959185e8,1.6474460144770086e9,6.24203895389824e8,5.853343672055819e9,6.490239174799118e9,6.813049432462355e8,1.1145066307285328e9,9.954198859475508e8,1.4060518312674153e9,4.0069880304824076e9,4.552700459379438e9,5.269059810193327e9,2.2168516203124433e9,7.874136486310906e9,2.661664134428774e8,2050,USENSYS,0.2,20-week-myopic-current-policy,current_policies,20-week,none
cNSE,2677141218.2,9596.77157469805,1.0531588761952665e8,1.1697770490084382e7,2.3723214566685814e7,10709.928592608072,4.004341313325877e7,4.9866159825092846e8,1.3823076692616543e7,1.8179534750281283e8,1.3673492783039963e9,11852.70456280733,11656.381779443866,4.8012429288874045e7,4.7647717237634575e6,12646.233564794398,5.568309158919419e7,1.1937599281765097e8,5.851443110224346e6,10782.301506161564,2.4411502032210883e7,2.1597743126394305e7,4.232398207704395e7,1.0610015993738448e7,8971.540553689721,1.0201361193329094e8,10832.039141169922,2050,USENSYS,0.0,20-week-myopic-current-policy,current_policies,20-week,none
